complex_id	complex_name	synonyms	organism	cell_line	pmid	comment_complex	comment_members	comment_disease	comment_drug	comment_drug_formal	subunits_uniprot_id	subunits_gene_name	subunits_gene_name_synonyms	subunits_protein_name	subunits_proteinname_synonyms	subunits_organism	subunits_drugs	subunits_mims	subunits_stoechiometrie	purification_methods	functions_evi	functions_pmid	functions_go_id	functions_go_name	functions_go_ontology	fcgs_description	fcgs_id	fcgs_name	fcgs_category_id	fcgs_category_name	fcgs_go_id	fcgs_go_name	fcgs_go_ontology
6913	ELN-FBLN2-FBN1 complex		Human	HEK 293 cells	17255108	Fibulins 2 and Fibulin 5 can act as adaptors between Fibrillin-1 and (Tropo-) elastin.					P15502;P98095;P35555	ELN;FBLN2;FBN1	;;FBN	Elastin;Fibulin-2;Fibrillin-1	;;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		123700;185500;102370;129600;154700;184900;604308;608328;614185;616914	;;	MI:0071:molecular sieving;MI:0096:pull down	exp	17255108	GO:0050436	microfibril binding	molecular_function								
6914	ELN-FBLN5-FBN1 complex		Human	HEK 293 cells	17255108	Fibulins 2 and Fibulin 5 can act as adaptors between Fibrillin-1 and (Tropo-) elastin.					P15502;Q9UBX5;P35555	ELN;FBLN5;FBN1	;DANCE;FBN	Elastin;Fibulin-5;Fibrillin-1	;;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		123700;185500;219100;608895;614434;619764;102370;129600;154700;184900;604308;608328;614185;616914	;;	MI:0071:molecular sieving;MI:0096:pull down	exp	17255108	GO:0050436	microfibril binding	molecular_function								
6916	CTTN-FER-PTK2 complex		Human	Huh7 cells	19339212	Results suggest that Fer-mediated phosphorylation of specific FAK tyrosine residues may lead to membrane protrusions even in non-adherent conditions.			Lorlatinib, a tyrosine kinase inhibitor and ROS1 inhibitor, impacts focal adhesion signaling (PMID: 37848034).		Q14247;P16591;Q05397	CTTN;FER;PTK2	EMS1;TYK3;FAK,FAK1	Src substrate cortactin;Tyrosine-protein kinase Fer;Focal adhesion kinase 1	Amplaxin; Oncogene EMS1; ;;FADK 1	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	lorlatinib;lorlatinib		;;	MI:0019:coimmunoprecipitation	pred	19339212	GO:0022604	regulation of cell morphogenesis	biological_process								
6919	ILK-LIMS1-PARVA complex	PIP complex; PINCH-1-ILK-alpha-parvin complex	Human	human mesenchymal stem cells	20717960	The PINCH-1- integrin-linked kinase (ILK)- -parvin (PIP) complex plays important roles in the regulation of glomerular cell behavior, including podocyte shape change, apoptosis, and mesangial fibronectin matrix deposition.DEX partially stimulates hMSC migration by the expression of beta1-integrin through formation of a ILK-LIMS1/2-PARVA complex.	Experiments in mice (PMID: 18480182) have shown the existance of ILK-LIMS1-PARVA complex and ILK-LIMS2-PARVA complex.				Q13418;P48059;Q9NVD7	ILK;LIMS1;PARVA	ILK1,ILK2;PINCH,PINCH1;MXRA2	Scaffold protein ILK;LIM and senescent cell antigen-like-containing domain protein 1;Alpha-parvin	ILK-1; ILK-2; 59 kDa serine/threonine-protein kinase; p59ILK; ;PINCH-1;Calponin-like integrin-linked kinase-binding protein; CH-ILKBP; Matrix-remodeling-associated protein 2; Actopaxin; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)			;;	MI:0019:coimmunoprecipitation	lit;lit;lit;exp	18480182;18480182;18480182;20717960	GO:0006915;GO:0007160;GO:0008360;GO:0016477	apoptotic process;cell-matrix adhesion;regulation of cell shape;cell migration	biological_process;biological_process;biological_process;biological_process								
6920	ILK-LIMS2-PARVA complex	PIP complex; PINCH-2-ILK-alpha-parvin complex	Human	human mesenchymal stem cells	20717960	Overexpression of PINCH-2 in mesangial cells resulted in displacement of PINCH-1 from the PIP complex but impaired neither mesangial cell spreading nor fibronectin matrix deposition.DEX partially stimulates hMSC migration by the expression of beta1-integrin through formation of a ILK-LIMS1/2-PARVA complex.	Experiments in mice (PMID: 18480182) have shown the existance of ILK-LIMS1-PARVA complex and ILK-LIMS2-PARVA complex with different functions.				Q13418;Q7Z4I7;Q9NVD7	ILK;LIMS2;PARVA	ILK1,ILK2;PINCH2;MXRA2	Scaffold protein ILK;LIM and senescent cell antigen-like-containing domain protein 2;Alpha-parvin	ILK-1; ILK-2; 59 kDa serine/threonine-protein kinase; p59ILK; ;;Calponin-like integrin-linked kinase-binding protein; CH-ILKBP; Matrix-remodeling-associated protein 2; Actopaxin; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		616827	;;	MI:0019:coimmunoprecipitation	lit;lit;exp	18480182;18480182;20717960	GO:0007160;GO:0008360;GO:0016477	cell-matrix adhesion;regulation of cell shape;cell migration	biological_process;biological_process;biological_process								
6921	BCAR1-MMP14-PTK2 complex	FAK–p130Cas–MT1 complex	Human	293T cells; HT-1080 cells	22291036	Invasive matrix degradation at focal adhesions occurs via protease recruitment by the FAK-p130Cas-MT1 complex		Disruption of the FAK-p130Cas-MT1 complex impairs tumor cell invasion in vitro	Lorlatinib, a tyrosine kinase inhibitor and ROS1 inhibitor, impacts focal adhesion signaling (PMID: 37848034).		P56945;P50281;Q05397	BCAR1;MMP14;PTK2	CAS,CASS1,CRKAS;;FAK,FAK1	Breast cancer anti-estrogen resistance protein 1;Matrix metalloproteinase-14;Focal adhesion kinase 1	CRK-associated substrate; p130cas; Cas scaffolding protein family member 1; ;MMP-14;FADK 1	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	lorlatinib	277950	;;	MI:0007:anti tag coimmunoprecipitation	exp	22291036	GO:0010715	regulation of extracellular matrix disassembly	biological_process								
6925	MAPK1-PTK2-PXN complex	Paxillin-FAK-ERK complex	Human	5637 bladder cancer cells	16849556	The growth factor proepithelin promotes paxillin activation and the formation of the MAPK3-PTK2-PXN complex (PMID: 16849556).			Lorlatinib, a tyrosine kinase inhibitor and ROS1 inhibitor, impacts focal adhesion signaling (PMID: 37848034).		P28482;Q05397;P49023	MAPK1;PTK2;PXN	ERK2,PRKM1,PRKM2;FAK,FAK1;	Mitogen-activated protein kinase 1;Focal adhesion kinase 1;Paxillin	ERK-2;FADK 1;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	lorlatinib	619087	;;	MI:0019:coimmunoprecipitation;MI:0416:fluorescence microscopy	exp;lit;pred;pred;exp	16849556;16849556;16849556;16849556;16849556	GO:0000165;GO:0005925;GO:0016477;GO:0042060;GO:0051019	MAPK cascade;focal adhesion;cell migration;wound healing;mitogen-activated protein kinase binding	biological_process;cellular_component;biological_process;biological_process;molecular_function								
6927	Robo4–paxillin complex	PXN-ROBO4 complex	Human	HEK 293 cells	19855388	Formation of a Robo4–paxillin complex at the cell surface blocks activation of the small GTPase Arf6. Blocking Arf6 activity promotes vascular stability.					P49023;Q8WZ75	PXN;ROBO4	;	Paxillin;Roundabout homolog 4	;	Homo sapiens (Human);Homo sapiens (Human)		618496	;	MI:0019:coimmunoprecipitation	exp	19855388	GO:2001212	regulation of vasculogenesis	biological_process								
6928	ARHGEF7-GIT2-PAK1 complex	PKL-PIX-PAK1 complex	Human	Jurkat cells	11157752						Q14155;Q14161;Q13153	ARHGEF7;GIT2;PAK1	COOL1,KIAA0142,P85SPR,PAK3BP,PIXB;KIAA0148;	Rho guanine nucleotide exchange factor 7;ARF GTPase-activating protein GIT2;Serine/threonine-protein kinase PAK 1	PAK-interacting exchange factor beta; Beta-Pix; COOL-1; p85; ;;PAK-1	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		618158	;;	MI:0007:anti tag coimmunoprecipitation	pred;pred	11157752;11157752	GO:0050852;GO:0050863	T cell receptor signaling pathway;regulation of T cell activation	biological_process;biological_process								
6929	AKT1-FOXO1-WDFY2 complex		Human	HEK293T cells	18388859	WDFY2 binds Akt1 and Foxo1 and facilitates Foxo1 Ser253 phosphorylation by insulin-stimulated Akt1.					P31749;Q12778;Q96P53	AKT1;FOXO1;WDFY2	PKB,RAC;FKHR,FOXO1A;WDF2,ZFYVE22	RAC-alpha serine/threonine-protein kinase;Forkhead box protein O1;WD repeat and FYVE domain-containing protein 2	PKB;Forkhead box protein O1A; Forkhead in rhabdomyosarcoma; ;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	capivasertib	114480;114500;176920;615109;268220	;;	MI:0007:anti tag coimmunoprecipitation	exp	18388859	GO:1904179	positive regulation of adipose tissue development	biological_process								
6930	PRKCZ-VAMP2-WDFY2 complex		Human	HEK 293T cells	17313651	The complex may be involved in vesicle cycling in various secretory pathways.					Q05513;P63027;Q96P53	PRKCZ;VAMP2;WDFY2	PKC2;SYB2;WDF2,ZFYVE22	Protein kinase C zeta type;Vesicle-associated membrane protein 2;WD repeat and FYVE domain-containing protein 2	nPKC-zeta; ;VAMP-2;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		618760	;;	MI:0007:anti tag coimmunoprecipitation;MI:0416:fluorescence microscopy	pred	17313651	GO:0036465	synaptic vesicle recycling	biological_process								
6931	FOXP3-TRIM28-ZFP90 complex	FOXP3–FIK–KAP1 complex	Human	HEK 293T cells	23543754	In human regulatory T cells, a specific splice form of ZFP90 couples FOXP3 to a repressive chromatin-remodeling complex that includes the adaptor TRIM28.There is no sequence homologous with the unique C-terminal sequence of ZFP90 from the FOXP3-TRIM28-ZFP90 complex in the mouse genome.		FOXP3 mutations in humans with immune dysfunction, polyendocrinopathy, enteropathy, X-linked syndrome, leads to the rapid onset of fatal autoimmune lymphoproliferative disease.			Q9BZS1;Q13263;Q8TF47	FOXP3;TRIM28;ZFP90	IPEX;KAP1,RNF96,TIF1B;KIAA1954,ZNF756	Forkhead box protein P3;Transcription intermediary factor 1-beta;Zinc finger protein 90 homolog	;TIF1-beta;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		304790	;;	MI:0019:coimmunoprecipitation	exp;exp	23543754;23543754	GO:0006338;GO:0045892	chromatin remodeling;negative regulation of DNA-templated transcription	biological_process;biological_process								
6932	AJUBA-PRMT5-SNAI1 complex	SNAIL-AJUBA-PRMT5 complex	Human	HEK293 cells	18347060	When AJUBA, SNAIL, and PRMT5 are coexpressed, a significant amount of the PRMT5 protein is relocated to the nucleus and colocalizes with nuclear SNAIL and AJUBA.The AJUBA-PRMT5-SNAI1 complex binds to the endogenous promoter of E-cadherin and downregulates  E-cadherin gene expression.	The AJUBA protein functions as an adaptor to bridge SNAIL and PRMT5 proteins.				Q96IF1;O14744;O95863	AJUBA;PRMT5;SNAI1	JUB;HRMT1L5,IBP72,JBP1,SKB1;SNAH	LIM domain-containing protein ajuba;Protein arginine N-methyltransferase 5;Zinc finger protein SNAI1	;Histone-arginine N-methyltransferase PRMT5; Shk1 kinase-binding protein 1 homolog; SKB1Hs; Jak-binding protein 1; 72 kDa ICln-binding protein; ;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)			;;	MI:0007:anti tag coimmunoprecipitation;MI:0416:fluorescence microscopy	exp	18347060	GO:0017053	transcription repressor complex	cellular_component								
6933	PRKCZ-SQSTM-TRAF6 complex	aPKC-p62-TRAF6 complex	Human	HepG2 cells; HEK293 cells	15870274	Results provide evidence indicating that Ajuba is a new cytosolic component of the IL-1 signaling pathway modulating IL-1-induced NFkappaB activation by influencing the assembly and activity of the PRKCZ-SQSTM-TRAF6 signaling complex.					Q05513;Q13501;Q9Y4K3	PRKCZ;SQSTM1;TRAF6	PKC2;ORCA,OSIL;RNF85	Protein kinase C zeta type;Sequestosome-1;TNF receptor-associated factor 6	nPKC-zeta; ;p60;Interleukin-1 signal transducer; RING finger protein 85; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		167250;616437;617145;617158	;;	MI:0019:coimmunoprecipitation	exp	15870274	GO:1901222	regulation of non-canonical NF-kappaB signal transduction	biological_process								
6935	MYC-TRRAP-KAT2A complex	c-Myc-TRRAP-GCN5 complex	Human	293 cell lysates	10611234	TRRAP and hGCN5 are contained in a complex which associates withthe c-Myc N terminus in vivo and after in vitro reconstitution.					Q92830;P01106;Q9Y4A5	KAT2A;MYC;TRRAP	GCN5,GCN5L2;BHLHE39;PAF400	Histone acetyltransferase KAT2A;Myc proto-oncogene protein;Transformation/transcription domain-associated protein	hsGCN5;c-Myc; Transcription factor p64; ;350/400 kDa PCAF-associated factor; PAF350/400; STAF40; Tra1 homolog; 	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		113970;618454;618778	;;	MI:0019:coimmunoprecipitation	exp;lit;lit	10611234;10611234;10611234	GO:0004402;GO:0006338;GO:0006351	histone acetyltransferase activity;chromatin remodeling;DNA-templated transcription	molecular_function;biological_process;biological_process								
6936	KAT2A-TRRAP complex	hGCN5-TRRAP complex	Human	293 cell lysates	10611234	hGCN5 (KAT2A) and TRRAP preexist in a complex in mammalian cells. Their interaction does not require c-Myc, and only a small fraction of the hGCN5-TRRAP complexcontains c-Myc.					Q92830;Q9Y4A5	KAT2A;TRRAP	GCN5,GCN5L2;PAF400	Histone acetyltransferase KAT2A;Transformation/transcription domain-associated protein	hsGCN5;350/400 kDa PCAF-associated factor; PAF350/400; STAF40; Tra1 homolog; 	Homo sapiens (Human);Homo sapiens (Human)		618454;618778	;	MI:0019:coimmunoprecipitation	exp;lit	10611234;10611234	GO:0004402;GO:0006351	histone acetyltransferase activity;DNA-templated transcription	molecular_function;biological_process								
6937	ARHGEF2-MAPK1-MAPK3-PXN complex	Paxillin-p42/44MAPK-GEF-H1 complex	Human	Human lung endothelial cells	24706358	Cyclic stretches in lung cells induce functional interactions between paxillin, p42/44 MAPK, and GEF-H1.					Q92974;P28482;P27361;P49023	ARHGEF2;MAPK1;MAPK3;PXN	KIAA0651,LFP40;ERK2,PRKM1,PRKM2;ERK1,PRKM3;	Rho guanine nucleotide exchange factor 2;Mitogen-activated protein kinase 1;Mitogen-activated protein kinase 3;Paxillin	GEF-H1;ERK-2;ERK-1;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		617523;619087	;;;	MI:0019:coimmunoprecipitation	exp;exp	24706358;24706358	GO:0035025;GO:0043114	positive regulation of Rho protein signal transduction;regulation of vascular permeability	biological_process;biological_process								
6939	Norrin receptor complex	FZD4-LRP5-NDP-TSPAN12 complex	Human	HEK 293 cells	19837033	Overexpressed TSPAN12 associates with the Norrin-receptor complex and significantly increases Norrin/beta-catenin but not Wnt/beta-catenin signaling.					Q9ULV1;O75197;Q00604;O95859	FZD4;LRP5;NDP;TSPAN12	;LR3,LRP7;EVR2;NET2,TM4SF12	Frizzled-4;Low-density lipoprotein receptor-related protein 5;Norrin;Tetraspanin-12	;;;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		133780;133780;144750;166710;259770;601813;601884;607634;607636;617875;305390;310600;613310	;;;	MI:0007:anti tag coimmunoprecipitation;MI:0040:electron microscopy	exp;exp	19837033;19837033	GO:0005886;GO:0007166	plasma membrane;cell surface receptor signaling pathway	cellular_component;biological_process								
6940	LRP6-PTH-PTH1R complex		Human	HEK293 cells	18981475	The authors found that PTH activates  beta-catenin signaling in osteoblasts both in vitro and in vivo by sharing of a coreceptor with Wnt; however, PTH signal acts in a distinct manner from that of the canonical Wnt signaling pathway in that LRP6 forms a complex with PTH and PTH1R. The ternary complex promoted phosphorylation of LRP6, which recruits axin from the cytoplasma, and induces  beta-catenin stabilization.			Binding of parathyroid hormone (PTH) to its receptor PTH1R induced association of LRP6, a coreceptor of Wnt, with PTH1R (PMID: 18981475).	[PTH1R; LRP6-PTH-PTH1R complex; 6940; parathyroid hormone; activates; complex activity; 18981475]	O75581;P01270;Q03431	LRP6;PTH;PTH1R	;;PTHR,PTHR1	Low-density lipoprotein receptor-related protein 6;Parathyroid hormone;Parathyroid hormone/parathyroid hormone-related peptide receptor	;;PTH1 receptor	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	teriparatide;parathyroid hormone;abaloparatide	610947;616724;146200;125350;156400;215045;600002	;;	MI:0019:coimmunoprecipitation;MI:0055:fluorescent resonance energy transfer	exp;exp;lit;exp	18981475;18981475;18981475;18981475	GO:0005886;GO:0007166;GO:0007186;GO:0060070	plasma membrane;cell surface receptor signaling pathway;G protein-coupled receptor signaling pathway;canonical Wnt signaling pathway	cellular_component;biological_process;biological_process;biological_process		20	G protein-coupled receptor signaling pathway	6	Signaling molecules and interaction	GO:0007186	G protein-coupled receptor signaling pathway	biological_process
6942	FZD5-LGR5-LRP6 complex		Human	HEK293 cells	22473993						Q13467;O75473;O75581	FZD5;LGR5;LRP6	C2orf31;GPR49,GPR67;	Frizzled-5;Leucine-rich repeat-containing G-protein coupled receptor 5;Low-density lipoprotein receptor-related protein 6	;;	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		620731;610947;616724	;;	MI:0019:coimmunoprecipitation;MI:0055:fluorescent resonance energy transfer	exp;lit;exp	22473993;22473993;22473993	GO:0005886;GO:0007186;GO:0030177	plasma membrane;G protein-coupled receptor signaling pathway;positive regulation of Wnt signaling pathway	cellular_component;biological_process;biological_process		20	G protein-coupled receptor signaling pathway	6	Signaling molecules and interaction	GO:0007186	G protein-coupled receptor signaling pathway	biological_process
6946	BARD1–BRCA1–RAD51 complex	BRCA1–BARD1–RAD51 complex	Human	HeLa cells	28976962	Experiments establish the biological importance of the BRCA1–BARD1–RAD51 complex in DNA damage repair via homologous recombination and provide cellular evidence for a role of BRCA1–BARD1 in the DNA strand invasion step of homologous recombination.		One mutation (K140N) in BARD1, found in two patients with colorectal adenocarcinoma, attenuated the affinity of BRCA1–BARD1 for RAD51 and also compromised the ability of the tumour suppressor complex to enhance D-loop formation and synaptic complex assembly.			Q99728;P38398;Q06609	BARD1;BRCA1;RAD51	;RNF53;RAD51A,RECA	BRCA1-associated RING domain protein 1;Breast cancer type 1 susceptibility protein;DNA repair protein RAD51 homolog 1	BARD-1;RING finger protein 53; ;hRAD51	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)		114480;167000;604370;614320;617883;114480;614508;617244	;;	MI:0019:coimmunoprecipitation	exp;exp;exp	28976962;28976962;28976962	GO:0006281;GO:0035825;GO:0042148	DNA repair;homologous recombination;DNA strand invasion	biological_process;biological_process;biological_process								
6948	Isocitrate dehydrogenase (NADP), mitochondrial	IDH2 homodimer	Human	HEK-293T, MCF7 cells	28536275	The results show that loss of SIRT3 increases acetylation of IDH2 at lysine 413 (IDH2-K413-Ac), thereby decreasing its enzymatic activity by reducing IDH2 dimer formation.		Metabolically, expression of IDH2 (K413Q) alters cancer cell metabolism and results in accumulation of ROS.	Gain-of-function mutations in IDH2 are forund in patients with AML leading to accumulation of the oncometabolite 2-hydroxyglutarate (PMID: 32955829). Enasidenib is a selective inhibitor of mutant IDH2 homodimer localized in mitochondria. (PMID: 28588020)	[IDH2; Isocitrate dehydrogenase (NADP), mitochondrial; 6948; enasidenib; inhibits; complex activity; 28588020]	P48735	IDH2		Isocitrate dehydrogenase [NADP], mitochondrial		Homo sapiens (Human)	enasidenib	137800;613657	2	MI:0019:coimmunoprecipitation	exp;exp;lit;exp	28536275;28536275;28536275;28536275	GO:0004448;GO:0005739;GO:0006099;GO:0006102	isocitrate dehydrogenase [NAD(P)+] activity;mitochondrion;tricarboxylic acid cycle;isocitrate metabolic process	molecular_function;cellular_component;biological_process;biological_process								
